OBJID;BEGDA;ENDDA;STEXT
55015860;01.12.2015;31.12.9999;Участок производства Мариинск (Iгруппы)
55015861;30.12.2015;31.12.9999;Уч-к связи ст. Канск-Решоты-Карабула
55015875;19.10.2015;31.12.9999;Отдел эксплуатации
55015879;10.11.2015;31.12.9999;Отдел по содержанию полосы отвода
55015884;01.12.2015;31.12.9999;Группа сист.дисп.центр.и дисп.контроля
55015885;01.12.2015;31.12.9999;Группа тех.диагн. и монитор.устр-в жат
55015886;01.12.2015;30.06.2019;Бригада по обслуж.уст-в КТСМ Солян-Илан
55015887;01.12.2015;30.09.2019;Производственный участок СЦБ Стайный-Клю
55015888;01.12.2015;30.06.2019;Бригада по обслуж. устр.СЦБ Тинская
55015889;01.12.2015;30.09.2019;Бригада по обслуж. устр-в СЦБ Решоты
55015890;01.12.2015;30.06.2019;Бригада по обслуж. устр-в КТСМ Иланская
55015891;01.12.2015;30.06.2019;Бригада по ведению технической докум-ции
55015892;01.12.2015;05.07.2019;Производств.участок СЦБ Канифол-Карабула
55015893;01.12.2015;30.06.2019;Бригада по обслуж. устр-в СЦБ Чунояр
55015894;01.12.2015;30.06.2019;Бригада по провер.регул.и рем.приб. СЦБ
55015895;01.12.2015;05.07.2019;Бригада дистанц.мастер.по измерен.парам.
55015896;01.12.2015;30.06.2019;Бригада по обслуж.устр-в СЦБ Поканаевка
55015925;28.12.2015;31.12.9999;Отдел по планированию и контролю ремонта
55015930;11.01.2016;31.12.9999;Сводный отдел региональной отчетности
55015931;11.01.2016;31.12.9999;Сводный отдел отчетности инфраструктуры
55015950;28.12.2015;31.12.9999;Участок эксплуатации Боготол
55015951;01.04.2016;31.12.9999;Группа по сопровождению окон
55015952;01.04.2016;31.12.9999;Группа по сопровождению окон
55015953;27.05.2016;31.12.9999;Общежитие №2
55015954;15.06.2016;31.12.9999;Участок по экс.и рем.зд.,сооруж.и тр.ср.
55015975;28.12.2015;07.08.2017;Участок эксплуатации Мариинск
55015976;28.12.2015;31.12.9999;Технический отдел
55016000;28.12.2015;31.12.9999;Участок эксплуатации Красноярск
55016002;28.12.2015;31.12.9999;Технический отдел
55016003;28.12.2015;31.12.9999;Участок эксплуатации Ачинск
55016005;15.04.2016;17.10.2016;Штат работников на период с15.04.по15.10
55016006;15.05.2016;15.11.2016;Штат работников на период с15.05.по15.11
55016007;15.05.2016;15.11.2016;Штат работников на период с 15.05.-15.11
55016025;28.12.2015;31.12.9999;Технический отдел
55016026;28.12.2015;31.12.9999;Отдел по планир. и контролю рем локомоти
55016027;28.12.2015;31.12.9999;Отдел по планированию и контролю ремонта
55016028;28.12.2015;31.12.9999;Технический отдел
55016029;20.01.2016;31.12.9999;Локомотивные бригады
55016030;20.01.2016;19.07.2018;Локомотивные бригады
55016050;28.12.2015;31.12.9999;Участок эксплуатации Иланская
55016052;20.01.2016;31.12.9999;Локомотивные бригады
55016053;20.01.2016;29.07.2017;Локомотивные бригады
55016054;11.01.2016;21.02.2017;Отдел управлен.персоналом и соц.вопросов
55016075;20.01.2016;31.12.9999;Локомотивные бригады
55016076;01.04.2016;21.03.2017;Сектор экспл. и организац. ремонта ПС
55016078;15.04.2016;15.10.2016;Штат работников на период с 15.04.-15.10
55016080;04.05.2016;13.02.2017;Вагон-рельс-тель с диаг.обор № 089 78918
55016100;20.01.2016;31.12.9999;Локомотивные бригады
55016101;20.01.2016;31.12.9999;Локомотивные бригады
55016112;29.07.2016;30.06.2018;Жел.дор. ст.Саянская 1 класса
55016112;01.07.2018;31.12.9999;ДС Саянская (I класса)
55016125;28.12.2015;31.12.9999;Участок эксплуатации Абакан
55016126;28.12.2015;19.07.2018;Участок эксплуатации Аскиз
55016129;11.01.2016;11.03.2019;Отдел учета готовой продукции и услуг ПХ
55016130;11.01.2016;31.12.9999;Сводный отдел отчетности перев.деятел.
55016131;11.01.2016;31.12.9999;Сводный отдел отчетности пас.хозяйства
55016132;11.01.2016;31.12.9999;Сводный отдел отчетности проч. хоз-в
55016133;11.01.2016;31.12.9999;Сводный отдел нал баз дек по нал на пр
55016134;11.01.2016;31.12.9999;Сводный отдел нал баз и декларац по НДС
55016135;11.01.2016;31.12.9999;Сводный отдел отчетн по страх взн и проч
55016136;11.01.2016;31.12.9999;Отдел финансовой информатизации
55016137;03.02.2016;31.12.9999;Группа рельсовых цепей,автом.лок.сигнал.
55016138;03.02.2016;28.02.2019;Вагон-лаборатория автоматики и телемехан
55016150;14.01.2016;31.12.9999;Производственно-технический отдел
55016151;14.01.2016;31.12.9999;Отдел экономики и финансов
55016152;14.01.2016;31.12.9999;Сектор управления персоналом и социальны
55016153;14.01.2016;31.12.9999;Сектор договорной работы
55016154;14.01.2016;31.12.9999;Отдел реализации услуг и маркетинга
55016155;01.04.2016;31.12.9999;Группа договорной работы
55016175;14.01.2016;31.12.9999;Орган управления
55016178;29.07.2016;10.04.2017;Жел.дор. ст.Тея 4 класса
55016200;01.04.2016;11.09.2016;Группа статистики тягового подв.состава
55016201;15.06.2016;31.12.9999;База топлива станция Аскиз
55016203;15.06.2016;31.12.9999;База топлива станция Саянская
55016225;09.03.2016;31.12.9999;Котельная локомотивного депо Ужур
55016226;23.05.2016;31.12.9999;Иланский отдел УХО
