OBJID;BEGDA;ENDDA;STEXT
55002071;01.08.2007;31.12.9999;Клуб Саянская
55002072;01.08.2007;16.07.2014;"Клуб ""Спутник"" Решоты"
55002073;01.08.2007;31.12.2014;Дорожная библиотека
55002074;01.08.2007;14.10.2013;"ДФСК ""Локомотив"""
55002076;01.08.2007;31.01.2011;Организационный отдел
55002077;01.08.2007;05.03.2011;Учебно-спортивный отдел
55002079;01.08.2007;31.12.9999;Стадион станции Абакан
55002080;01.08.2007;14.01.2020;ФСК ст. Абакан
55002085;01.08.2007;21.05.2014;Спортивная школа ст. Аскиз
55002091;01.08.2007;21.12.2009;Стадион станции Уяр
55002093;01.08.2007;16.04.2019;Стадион ст. Иланская
55002095;01.08.2007;31.12.9999;Спортивный зал ст. Решоты
55002096;01.08.2007;01.11.2009;Ачинский региональный ФСК
55002098;01.08.2007;31.12.9999;Спортивный комплекс ст. Ачинск
55002103;01.08.2007;30.01.2011;КДЮСШ
55002104;01.08.2007;31.01.2011;ДЮСШ по дзюдо
55002105;01.08.2007;15.10.2013;"ДПФСК ""Локомотивец"""
55002106;01.08.2007;17.11.2010;"ДПК ""Ринг"""
55002107;01.08.2007;16.06.2014;ФОК
55002108;01.01.2005;30.06.2008;Ремонтная мастерская
55002111;01.01.2005;30.06.2008;Производственно-технический отдел
55002114;01.07.2007;31.12.2007;Производственный участок-деп.рем. электр
55002114;01.01.2008;12.04.2010;Пр. уч.-рем.электрооб.вагонов (деп.)
55002115;01.07.2007;31.12.2007;Отделение - аккумуляторное
55002115;01.01.2008;19.03.2009;Отделение - аккумуляторное
55002116;05.09.2007;31.12.2007;Медпункт
55002116;01.01.2008;18.11.2010;Медпункт
55002123;01.07.2007;31.12.2007;Производственный участок-ремонта буксово
55002123;01.01.2008;31.03.2010;Производственный участок-ремонта буксово
55002127;01.10.2006;02.09.2007;Сектор управл.персоналом и догов.работы
55002128;01.10.2006;02.09.2007;Сектор экономич.и финансового анализа
55002129;30.08.2007;30.06.2011;ТОР Уяр
55002130;01.04.2007;30.05.2009;Бухгалтерия
55002131;01.04.2007;14.07.2011;Технический отдел
55002142;08.10.2007;24.08.2009;Сводная группа обслуживания
55002143;08.10.2007;30.05.2009;Отдел центр. учета операций Красн. ИВЦ
55002157;01.10.2007;23.05.2013;Абаканcкий учебный центр
55002175;11.10.2007;01.10.2009;Технологическая группа
55002189;01.10.2007;30.12.2011;Дирекция по тепловодоснабжению
55002211;19.10.2007;30.06.2008;Оперативо-распорядительная группа
55002213;29.10.2007;21.02.2010;Группа по обсл.передв.клин-диагн.центра
55002232;01.11.2007;31.03.2008;Бригада по обс.уст.связи и р/св ст. Уяр
55002234;01.11.2007;31.03.2008;Бригада по обс.уст.св.и р/св ст.Краснояр
55002235;01.11.2007;31.03.2008;Линейно-экспл.бриг на уч. Каниф-Новобир
55002238;01.02.2007;31.10.2007;Технический отдел
55002238;01.11.2007;30.06.2011;Производственно-технический отдел
55002242;29.10.2007;07.09.2009;Сектор финансовой информатики
55002244;01.11.2007;30.04.2009;Лаборатория связи по ремонту, проверке
55002246;07.11.2007;31.03.2008;Линейно-эксп.бригада Новобирюс-Карабула
55002250;15.10.2007;31.03.2008;Центр технического обслуживания сети свя
55002257;15.10.2007;31.03.2008;Линейно-эксп.бригада Стайный-Ключи Вост.
55002264;12.07.2007;22.12.2007;Проектно-сметное бюро
55002269;01.11.2007;30.04.2009;Отдел центр. учета операций ДТВ
55002276;07.11.2007;10.08.2009;Бухгалтерия
55002334;13.10.2007;31.03.2008;Центр технич. обслуж. сети связи (ЦТО)
55002336;13.10.2007;31.03.2008;Бр по обсл. св. и рад.ст.Чартык.Туб.Учум
55002341;02.11.2007;31.03.2009;Сектор кадров по работе с лин хоз-вом
55002346;01.04.2007;10.12.2009;РАФТО-2 Красноярск
55002347;05.12.2007;29.01.2008;Финансовый сектор
55002348;12.12.2007;29.09.2011;Проектно-сметное бюро
55002350;01.11.2007;31.03.2009;Ремонтно-хозяйственный цех
55002352;12.11.2007;30.06.2008;Лаборатория неразрушающего контроля
55002353;01.01.2005;10.11.2007;Лаборатория неразрушающего контроля
55002358;01.12.2007;07.02.2011;Околоток № 10
55002358;08.02.2011;14.07.2011;Околоток № 5
55002366;01.01.2008;31.03.2009;Жел.дор. ст.Ачинск-II 1 класса
55002367;01.01.2008;31.03.2009;Хозяйство перевозок
55002368;01.01.2008;31.03.2009;Хозяйство коммер.раб.в сфере груз.перево
55002369;01.01.2008;31.03.2009;Жел.дор. ст.Иланская 2 класса
55002370;01.01.2008;31.03.2009;Хозяйство перевозок
55002371;01.01.2008;31.03.2009;Хозяйство коммер.раб.в сфере груз.перево
55002378;01.01.2008;31.12.2011;Экономический отдел
55002378;01.01.2012;26.03.2018;Экономический отдел
55002380;01.01.2008;31.12.2011;Производственно-хозяйственная группа
55002383;01.01.2008;24.04.2013;Общежитие
55002388;09.01.2008;30.06.2008;СТОЛОВАЯ
55002390;14.01.2008;29.08.2010;Производственный участок по производству
55002391;14.01.2008;17.03.2008;Производственный участок-магазин кулинар
55002392;01.01.2008;31.12.2008;Околоток №4
55002392;01.01.2009;30.06.2011;Околоток №5
55002393;01.01.2008;31.12.2008;Околоток №5
55002393;01.01.2009;30.06.2011;Околоток №6
55002396;09.01.2008;30.06.2008;Столовая
55002397;18.01.2008;30.06.2008;Столовая
55002400;01.01.2008;28.06.2013;Красноярcкий учебный центр
55002407;01.01.2008;09.09.2010;Участок №1
55002407;10.09.2010;22.07.2011;Эксплуатационный участок №1
55002408;01.01.2008;09.09.2010;Околоток  №1
55002408;10.09.2010;30.06.2011;Линейный участок №1
55002409;01.01.2008;09.09.2010;Околоток №2
55002409;10.09.2010;30.06.2011;Линейный участок №2
55002410;01.01.2008;09.09.2010;Околоток №3
55002410;10.09.2010;22.07.2011;Линейный участок №3
55002411;01.01.2008;09.09.2010;Участок №2
55002411;10.09.2010;14.07.2011;Эксплуатационный участок №2
55002412;01.01.2008;09.09.2010;Околоток №4
55002412;10.09.2010;30.06.2011;Линейный участок №4
55002413;01.01.2008;09.09.2010;Околоток №5
55002413;10.09.2010;14.07.2011;Линейный участок №5
55002414;01.01.2008;09.09.2010;Околоток №6
55002414;10.09.2010;30.06.2011;Линейный участок №6
55002415;01.01.2008;09.09.2010;Участок №3
55002415;10.09.2010;27.08.2011;Эксплуатационный участок №3
55002416;01.01.2008;09.09.2010;Околоток №7
55002416;10.09.2010;30.06.2011;Линейный участок №7
55002417;01.01.2008;09.09.2010;Околоток №8
55002417;10.09.2010;30.06.2011;Линейный участок №8
55002418;01.01.2008;09.09.2010;Околоток №9
55002418;10.09.2010;27.08.2011;Линейный участок №9
55002426;01.01.2008;31.03.2011;Участок №1 (ПДС-1)
55002427;01.01.2008;31.03.2011;Околоток №1
55002428;01.01.2008;31.03.2011;Околоток №2
55002429;01.01.2008;31.03.2011;Околоток №3
55002430;01.01.2008;31.03.2011;Околоток №4
55002431;01.01.2008;31.03.2011;Участок №2  (ПДС-2)
55002432;01.01.2008;31.03.2011;Околоток №5
55002433;01.01.2008;31.03.2011;Околоток №6
55002434;01.01.2008;31.03.2011;Околоток №7
55002435;01.01.2008;31.03.2011;Участок №3 (ПДС-3)
55002436;01.01.2008;31.03.2011;Околоток №8
55002437;01.01.2008;31.12.2008;Околоток №11
55002437;01.01.2009;14.07.2011;Околоток №1
55002438;01.01.2008;31.12.2008;Околоток №1
55002438;01.01.2009;14.07.2011;Околоток №2
55002444;01.01.2008;31.03.2011;Механическая  мастерская №2
55002447;01.01.2008;31.03.2011;Компрессорный  цех
55002449;01.01.2008;14.07.2011;Участок №3
55002451;01.01.2008;31.12.2008;Околоток №7
55002451;01.01.2009;30.06.2011;Околоток №8
55002452;01.01.2008;31.12.2008;Околоток №8
55002452;01.01.2009;30.06.2011;Околоток №9
55002453;01.01.2008;31.12.2008;Околоток №9
55002453;01.01.2009;14.07.2011;Околоток №10
55002454;01.01.2008;31.12.2008;Околоток №10
55002454;01.01.2009;30.06.2011;Околоток №11
55002455;01.01.2008;31.08.2010;Участок №6
55002456;01.01.2008;30.06.2011;Укрупненная бригада №6
55002457;01.01.2008;30.06.2011;Укрупненная бригада №1
55002458;01.01.2008;30.06.2011;Укрупненная бригада №2
55002459;01.01.2008;30.06.2011;Укрупненная бригада №3
55002460;01.01.2008;29.06.2009;Экономический отдел
55002461;01.01.2008;05.02.2012;Бухгалтерия
55002463;01.01.2008;30.06.2011;Линейный участок № 1
55002464;01.01.2008;30.06.2011;Линейный участок № 2
55002465;29.01.2008;14.10.2009;Сектор финансов. контроллинга и прогноз.
55002470;31.01.2008;30.04.2009;Сектор по учету операций Абаканского рег
55002471;31.01.2008;30.04.2009;Сектор по учету операций Красноярского р
55002472;18.02.2008;30.06.2011;Укрупненная бригада № 3
55002473;22.02.2008;31.12.2011;Отдел программно-технических средств
55002473;01.01.2012;15.11.2012;Отдел программно-технических средств
55002475;01.01.2008;17.11.2010;"ДОЛ ""Дружба"""
55002480;14.11.2007;15.03.2010;Бригада по новым работам
55002481;29.01.2008;31.03.2008;Столовая
55002483;26.02.2008;09.08.2009;Хозяйственное движение
55002484;31.01.2008;24.08.2009;Отдел центр. учета операций Красн. НС
55002485;22.02.2008;31.12.2011;Сектор эксплуатации информационных систе
55002485;01.01.2012;26.09.2012;Сектор эксплуатации информационных систе
55002486;01.03.2008;04.11.2012;Финансово-экономический отдел
55002487;01.03.2008;25.10.2012;Отдел администрирован.серв.оборудования
55002488;01.03.2008;12.10.2012;Отдел информационной безопасности
55002489;01.03.2008;31.01.2013;Центр внедрения
55002490;01.03.2008;06.11.2012;Отдел администрирования ERP-систем
55002491;01.03.2008;31.01.2013;Отдел технологического сопровожд ERP-сис
55002492;01.03.2008;06.11.2012;Отдел эксплуатации ERP-cистем
55002493;07.03.2008;30.06.2009;Эксплуатационный участок Курагино
55002494;01.03.2008;14.10.2009;Аварийный участок
55002495;01.04.2008;31.12.9999;Красноярская НС
55002496;01.04.2008;30.09.2010;Орган управления
55002496;01.10.2010;31.12.9999;Орган управления КРС НС
55002497;01.04.2008;30.09.2010;
55002497;01.10.2010;31.12.9999;Орган управления
55002498;01.04.2008;30.09.2010;Отдел эксплуатации электросвязи
55002498;01.10.2010;31.12.9999;Отдел эксплуатации электросвязи
55002499;01.04.2008;03.04.2009;Технический отдел
55002503;21.02.2008;14.07.2011;Околоток № 1
55002506;21.02.2008;30.06.2011;Околоток № 2
55002507;21.02.2008;30.06.2011;Околоток № 3
55002508;21.02.2008;14.07.2011;Околоток № 4
55002509;05.02.2008;30.06.2008;Главная контора
55002510;05.02.2008;30.06.2008;Отделение автотранспорта
55002525;01.04.2008;06.04.2009;Экономический отдел
55002527;01.04.2008;30.09.2010;Отдел технического упр-ия  сети св.(ЦТУ)
55002527;01.10.2010;31.12.9999;Отдел технического упр-ия  сети св.(ЦТУ)
55002528;01.04.2008;30.09.2010;Красноярский региональный центр связи
55002528;01.10.2010;31.12.9999;Красноярский региональный центр связи
55002529;01.04.2008;01.04.2008;Бухгалтерия
55002530;01.04.2008;30.09.2010;Технический отдел
55002530;01.10.2010;31.12.9999;Технический отдел
55002531;01.04.2008;30.09.2010;Группа техн.документации и надежности
55002531;01.10.2010;31.10.2010;Группа техн.документации и надежности
55002532;01.04.2008;30.09.2010;Абонентская группа
55002532;01.10.2010;01.10.2010;Абонентская группа
55002533;01.04.2008;30.09.2010;Участок связи ст.Каштан - Зерцалы
55002533;01.10.2010;15.11.2010;Участок связи ст.Каштан - Зерцалы
55002534;01.04.2008;27.05.2009;Телефонно-телеграфная  ст.Боготол
55002535;01.04.2008;30.09.2010;Бригада по обс. уст.станц.связи ст.Богот
55002536;01.04.2008;30.09.2010;Линейно-аппаратный зал ст.Боготол
55002537;01.04.2008;01.04.2009;Бригада по обс.маг.каб. св. ст.Кашт-Зерц
55002538;01.04.2008;30.09.2010;Бригада по обслуживанию и ремонту кабеля
55002538;01.10.2010;10.10.2010;Бригада по обслуживанию и ремонту кабеля
55002539;01.04.2008;30.09.2010;Участок связи станций Мариинск - Тяжин
55002539;01.10.2010;12.11.2010;Участок связи станций Мариинск - Тяжин
55002540;01.04.2008;01.06.2009;Телефонно-телеграфная ст.Мариинск
55002541;01.04.2008;30.09.2010;Линейно-аппаратный зал ст.Мариинск
55002542;01.04.2008;30.09.2010;Бригада по обс.маг.каб.св.Мариинск - Ав
55002543;01.04.2008;30.09.2010;Бригада по обс.маг.каб.св.ст.Тяжин - Ит
55002543;01.10.2010;13.10.2010;Бригада по обс.маг.каб.св.ст.Тяжин - Ит
55002544;01.04.2008;30.09.2010;Бригада по пр.и рем.уст.р/св ст.Бог-Мар
55002545;01.04.2008;30.09.2010;Участок св. станций Заозерная - Иланская
55002545;01.10.2010;31.10.2010;Участок св. станций Заозерная - Иланская
55002546;01.04.2008;30.09.2010;Бригада по обс.уст.св Солянка - КанскЕн
55002546;01.10.2010;17.10.2010;Бригада по обс.уст.св Солянка - КанскЕн
55002547;01.04.2008;30.09.2010;Бригада по обс.уст. св,р/св ст.Иланская
55002548;01.04.2008;30.09.2010;Линейно-аппаратный зал ст.Иланская
55002548;01.10.2010;31.10.2010;Линейно-аппаратный зал ст.Иланская
55002549;01.04.2008;31.03.2009;Бригада по обс.устройств связи ст.Решоты
55002549;01.04.2009;30.09.2010;Бригада по обс.устройств связи ст.Решоты
55002549;01.10.2010;31.10.2010;Бригада по обс.устройств связи ст.Решоты
55002550;01.04.2008;31.03.2009;Линейно-экспл.бриг на уч. Каниф-Новобир
55002550;01.04.2009;30.09.2010;Линейно-эксп.бриг на уч. Каниф - Новоб
55002550;01.10.2010;17.10.2010;Линейно-эксп.бриг на уч. Каниф - Новоб
55002551;01.04.2008;31.03.2009;Линейно-эксп.бригада Новобирюс-Карабула
55002551;01.04.2009;30.09.2010;Линейно-экс.бригада Новобир - Карабула
55002551;01.10.2010;02.11.2010;Линейно-экс.бригада Новобир - Карабула
55002552;01.04.2008;01.04.2009;Телефонно-телеграфная ст.Чунояр
55002553;01.04.2008;30.09.2010;Участок связи станци Иланская - Карабула
55002553;01.10.2010;07.11.2010;Участок связи станци Иланская - Карабула
55002554;01.04.2008;31.03.2009;АТС ст.Иланская
55002554;01.04.2009;30.09.2010;АТС ст.Иланская
55002554;01.10.2010;31.10.2010;АТС ст.Иланская
55002555;01.04.2008;31.03.2009;Бригада по обс.линий мест.св Иланская
55002555;01.04.2009;30.09.2010;Бригада по обс.линий мест.св Иланская
55002556;01.04.2008;31.03.2009;Бригада по обс.маг.каб. св.
55002556;01.04.2009;30.09.2010;Бригада по обс.маг.каб.св.
55002557;01.04.2008;31.03.2009;Линейно-эксп.бригада Стайный-Ключи Вост.
55002557;01.04.2009;30.09.2010;Линейно-экс.бригада Стайный - Ключ Вос
55002557;01.10.2010;31.10.2010;Линейно-экс.бригада Стайный - Ключ Вос
55002558;01.04.2008;06.02.2009;Участок связи ст. Ужур-Сереж-Кия-Шалтырь
55002559;01.04.2008;01.02.2009;Бригада по об.у.св.и р/св. Кия-Ш-Дуб-Ш-Ш
55002560;01.04.2008;01.02.2009;Линейно-аппаратный зал ст.Ужур
55002561;01.04.2008;01.02.2009;Бригада по рем.и обсл.апп.св.и р/св
55002562;01.04.2008;01.02.2009;Бригада по обс.уст.св и р/св Ужур-Сереж
55002563;01.04.2008;01.02.2009;Телефонно-телеграфная ст.Ужур
55002564;01.04.2008;05.02.2009;Бригада по обсл.маг каб. местной связи
55002565;01.04.2008;30.09.2010;Участок св. станций Новая Еловка - 64км
55002565;01.10.2010;11.11.2010;Участок св. станций Новая Еловка - 64км
55002566;01.04.2008;01.04.2009;Линейно-аппаратный зал ст.Ачинск
55002567;01.04.2008;31.03.2009;АТС ст.Ачинск-1
55002567;01.04.2009;30.09.2010;АТС ст.Ачинск - 1
55002567;01.10.2010;31.10.2010;АТС ст.Ачинск - 1
55002568;01.04.2008;30.09.2010;Бригада по обс.маг.кабеля связи
55002568;01.10.2010;21.10.2010;Бригада по обс.маг.кабеля связи
55002569;01.04.2008;30.09.2010;Бригада по обс.ус.св.и рад.ст.Н.Ел - Чер
55002569;01.10.2010;02.11.2010;Бригада по обс.ус.св.и рад.ст.Н.Ел - Чер
55002570;01.04.2008;31.03.2009;Бригада по обс.уст.св.и рад. Ачин2-Улуй
55002570;01.04.2009;30.09.2010;Бригада по обс.ус.св.и рад. Ачин2 - Улуй
55002570;01.10.2010;24.10.2010;Бригада по обс.ус.св.и рад. Ачин2 - Улуй
55002571;01.04.2008;31.03.2009;Бригада по обс.уст.св. и р/св ст.Улуй-64
55002571;01.04.2009;30.09.2010;Бригада по обс.ус.св.и р/св ст.Улуй - 64
55002571;01.10.2010;31.10.2010;Бригада по обс.ус.св.и р/св ст.Улуй - 64
55002572;01.04.2008;30.09.2010;Участок связи станций 20км - Лесосибирск
55002572;01.10.2010;01.11.2010;Участок связи станций 20км - Лесосибирск
55002573;01.04.2008;30.09.2010;Бригада по обс.уст.тел. и тех.св Ачинск1
55002573;01.10.2010;19.10.2010;Бригада по обс.уст.тел. и тех.св Ачинск1
55002574;01.04.2008;31.03.2009;Бригада по обс.уст.св. 20км Малая Кеть
55002574;01.04.2009;30.09.2010;Бригада по обс.уст.св. 20км Малая Кеть
55002574;01.10.2010;17.10.2010;Бригада по обс.уст.св. 20км Малая Кеть
55002575;01.04.2008;31.03.2009;Бригада по обс.уст.св.и рад. М.Кеть-Лес
55002575;01.04.2009;30.09.2010;Бригада по обс.ус.св.и рад. М.Кеть - Лес
55002576;01.04.2008;31.03.2009;Бригада по пров.и рем.приб. связи и р/св
55002576;01.04.2009;30.09.2010;Бригада по пров.и рем.приб. связи и р/св
55002577;01.04.2008;30.09.2010;Участок связи станций Камала - Зыково
55002577;01.10.2010;31.10.2010;Участок связи станций Камала - Зыково
55002578;01.04.2008;31.03.2009;Бригада обс.усил.пункт Балай-Сорокино
55002578;01.04.2009;30.09.2010;Бригада обс.усил.пункт Балай - Сорокино
55002578;01.10.2010;17.10.2010;Бригада обс.усил.пункт Балай - Сорокино
55002579;01.04.2008;31.03.2009;ЛАЗ ст.Уяр
55002579;01.04.2009;30.09.2010;ЛАЗ ст.Уяр
55002579;01.10.2010;17.10.2010;ЛАЗ ст.Уяр
55002580;01.04.2008;31.03.2009;Бригада по обс.и рем.маг.каб. Камала-Див
55002580;01.04.2009;30.09.2010;Бригада по об.и рем.маг.каб. Камал - Див
55002580;01.10.2010;17.10.2010;Бригада по об.и рем.маг.каб. Камал - Див
55002581;01.04.2008;31.03.2009;Бригада обс.линий местной связи ст.Уяр
55002581;01.04.2009;30.09.2010;Бригада обс.линий местной связи ст.Уяр
55002581;01.10.2010;31.10.2010;Бригада обс.линий местной связи ст.Уяр
55002582;01.04.2008;31.03.2009;Бригада по обс.уст.связи и р/св ст. Уяр
55002582;01.04.2009;30.09.2010;Бригада по обс.уст.связи и р/св ст. Уяр
55002582;01.10.2010;17.10.2010;Бригада по обс.уст.связи и р/св ст. Уяр
55002583;01.04.2008;31.03.2009;Бригада обс.станции р/св Камала-Зыково
55002583;01.04.2009;30.09.2010;Бригада обс.станции р/св Камала - Зыково
55002584;01.04.2008;31.03.2009;Бригада обс.уст.пункт. Громадская-Камала
55002584;01.04.2009;30.09.2010;Бригада обс.уст.пункт. Громадская - Кама
55002585;01.04.2008;30.09.2010;Участок св.ст.Зыково - Красноярск - Дивн
55002585;01.10.2010;31.10.2010;Участок св.ст.Зыково - Красноярск - Дивн
55002586;01.04.2008;31.03.2009;Бригада обс.маг.каб. ст.Енисей-Зыково
55002586;01.04.2009;30.09.2010;Бригада обс.маг.каб. ст.Енисей - Зыково
55002586;01.10.2010;31.10.2010;Бригада обс.маг.каб. ст.Енисей - Зыково
55002587;01.04.2008;31.03.2009;Бригада обс.станции р/св Енисей-Зыково
55002587;01.04.2009;30.09.2010;Бригада обс.станции р/св Енисей - Зыково
55002587;01.10.2010;14.10.2010;Бригада обс.станции р/св Енисей - Зыково
55002588;01.04.2008;31.03.2009;Бригада по обс.уст.гор.поста ст.Крас-Вос
55002588;01.04.2009;30.09.2010;Бригада по об.уст.гор.пост.ст.Крас - Вос
55002588;01.10.2010;17.10.2010;Бригада по об.уст.гор.пост.ст.Крас - Вос
55002589;01.04.2008;31.03.2009;Бригада обс.уст.св. Красноярск-Восточный
55002589;01.04.2009;30.09.2010;Бригада обс.уст.св. Красноярск - Восточ
55002589;01.10.2010;17.10.2010;Бригада обс.уст.св. Красноярск - Восточ
55002590;01.04.2008;30.09.2010;Участок радиосвязи и коммутац. оборудов
55002590;01.10.2010;30.10.2010;Участок радиосвязи и коммутац. оборудов
55002591;01.04.2008;31.03.2009;Бригада по обс. электронных коммутаций
55002591;01.04.2009;30.09.2010;Бригада по обс. электронных коммутаций
55002591;01.10.2010;14.10.2010;Бригада по обс. электронных коммутаций
55002592;01.04.2008;31.03.2009;Бригада обсл.станц.(ман.)р/связи
55002592;01.04.2009;30.09.2010;Бригада обсл.станц.(ман.)р/связи
55002592;01.10.2010;17.10.2010;Бригада обсл.станц.(ман.)р/связи
55002593;01.04.2008;31.03.2009;Бригада обсл.поездн.р/связи
55002593;01.04.2009;30.09.2010;Бригада обсл.поездн.р/связи
55002594;01.04.2008;31.03.2009;Бригада обсл.уст. вокзальной автоматики
55002594;01.04.2009;30.09.2010;Бригада обсл.уст. вокзальной автоматики
55002595;01.04.2008;31.03.2009;"Бригада обсл.св.вокз. и сист.""Экспресс"""
55002595;01.04.2009;30.09.2010;"Бригада обсл.св.вокз. и сист.""Экспресс"""
55002595;01.10.2010;14.10.2010;"Бригада обсл.св.вокз. и сист.""Экспресс"""
55002596;01.04.2008;01.06.2009;Участок связи станции Красноярск
55002597;01.04.2008;01.04.2009;Линейно-аппаратный зал №2 ст.Красноярск
55002598;01.04.2008;01.04.2009;Бригада по обс.уст.св.и р/св ст.Краснояр
55002599;01.04.2008;01.04.2009;Линейно-кабельная группа ст.Красноярск
55002600;01.04.2008;31.03.2009;Автоматическая телефонная ст.Красноярск
55002600;01.04.2009;01.06.2009;Автоматическая телефонная ст.Красноярск
55002601;01.04.2008;30.09.2010;Участок св.ст. Красноярск - Север - Черн
55002601;01.10.2010;21.10.2010;Участок св.ст. Красноярск - Север - Черн
55002602;01.04.2008;31.03.2009;Бригада обс.усил.пункт Козулька-Кемчуг
55002602;01.04.2009;30.09.2010;Бригада обс.усил.пункт Козулька - Кемчуг
55002603;01.04.2008;31.03.2009;Бригада обсл.усил.пункт Минино-Кача
55002603;01.04.2009;30.09.2010;Бригада обсл.усил.пункт Минино - Кача
55002603;01.10.2010;21.10.2010;Бригада обсл.усил.пункт Минино - Кача
55002604;01.04.2008;31.03.2009;Бригада по обс.усил.пункт ст.Чернореченс
55002604;01.04.2009;30.09.2010;Бригада по обс.усил.пункт ст.Чернореченс
55002604;01.10.2010;21.10.2010;Бригада по обс.усил.пункт ст.Чернореченс
55002605;01.04.2008;31.03.2009;Бригада обс.маг.каб.Снежница-Красн-Север
55002605;01.04.2009;30.09.2010;Бригада обс.маг.каб.Снеж - Красн - Север
55002605;01.10.2010;17.10.2010;Бригада обс.маг.каб.Снеж - Красн - Север
55002606;01.04.2008;31.03.2009;Бригада по обс.усил.пун.ст.Овин-Крас-Сев
55002606;01.04.2009;30.09.2010;Бригада по обс.усил.пун.ст.Овин-Крас-Сев
55002606;01.10.2010;21.10.2010;Бригада по обс.усил.пун.ст.Овин-Крас-Сев
55002607;01.04.2008;31.03.2009;Бригада обс.маг.каб. Снежница-Черноречен
55002607;01.04.2009;30.09.2010;Бригада обс.маг.каб. Снежница - Чернореч
55002608;01.04.2008;30.09.2010;Участок общетехнологических видов связи
55002608;01.10.2010;31.10.2010;Участок общетехнологических видов связи
55002609;01.04.2008;30.09.2010;Телефонно-телеграфная станция
55002609;01.10.2010;31.12.9999;Телефонно-телеграфная станция
55002610;01.04.2008;30.09.2010;Телеграфная станция
55002610;01.10.2010;31.10.2010;Телеграфная станция
55002611;01.04.2008;30.09.2010;Междугородняя телефонная станция
55002611;01.10.2010;31.10.2010;Междугородняя телефонная станция
55002612;01.04.2008;31.03.2009;ЛАЗ диспетчерской связи
55002612;01.04.2009;30.09.2010;ЛАЗ диспетчерской связи
55002612;01.10.2010;31.10.2010;ЛАЗ диспетчерской связи
55002613;01.04.2008;30.09.2010;ЛАЗ № 1 ст.Красноярск
55002614;01.04.2008;31.03.2009;ЛАЗ тонального телеграфа ст.Красноярск
55002614;01.04.2009;30.09.2010;ЛАЗ тонального телеграфа ст.Красноярск
55002614;01.10.2010;17.10.2010;ЛАЗ тонального телеграфа ст.Красноярск
55002615;01.04.2008;31.03.2009;Цех №3
55002615;01.04.2009;30.09.2010;Цех №3
55002615;01.10.2010;17.10.2010;Цех №3
55002616;01.04.2008;30.09.2010;Группа технического обслуживания сетей
55002617;01.04.2008;30.09.2010;Лаборатория связи
55002617;01.10.2010;31.12.9999;Лаборатория связи
55002618;01.04.2008;30.09.2010;Дистанционные мастерские
55002619;01.04.2008;30.09.2010;Участок по эксплуатации и ремонту машин
55002619;01.10.2010;19.10.2010;Участок по эксплуатации и ремонту машин
55002620;01.04.2008;30.09.2010;Абаканcкий региональный центр связи
55002620;01.10.2010;31.12.9999;Абаканcкий региональный центр связи
55002622;01.04.2008;30.09.2010;Группа технической документации и надежн
55002622;01.10.2010;24.10.2010;Группа технической документации и надежн
55002623;01.04.2008;01.06.2009;Группа технического обслуж. сетей связи
55002624;01.04.2008;30.09.2010;Абонентская группа
55002624;01.10.2010;30.06.2014;Абонентская группа
55002625;01.04.2008;30.09.2010;Участок связи станций Тайшет-Мана
55002625;01.10.2010;20.10.2010;Участок связи станций Тайшет-Мана
55002626;01.04.2008;30.09.2010;Бр.по обс.уст.св. ст.Хабайдак-Авда-Корос
55002626;01.10.2010;17.10.2010;Бр.по обс.уст.св. ст.Хабайдак-Авда-Корос
55002627;01.04.2008;30.09.2010;Бр.по обс.уст.св. ст.Коростелево-Кварцит
55002627;01.10.2010;17.10.2010;Бр.по обс.уст.св. ст.Коростелево-Кварцит
55002628;01.04.2008;30.09.2010;Бр. по обс.уст.св. ст.Кварцит-Тагул
55002628;01.10.2010;17.10.2010;Бр. по обс.уст.св. ст.Кварцит-Тагул
55002630;01.04.2008;30.09.2010;Бригада по обслуж. устройств радиосвязи
55002630;01.10.2010;17.10.2010;Бригада по обслуж. устройств радиосвязи
55002631;01.04.2008;30.09.2010;Телефонно-телеграфная станция Саянская
55002631;01.10.2010;17.10.2010;Телефонно-телеграфная станция Саянская
55002632;01.04.2008;30.09.2010;Линейно-аппаратный зал ст.Саянская
55002632;01.10.2010;19.10.2010;Линейно-аппаратный зал ст.Саянская
55002633;01.04.2008;30.09.2010;Участок связи станции Абакан
55002633;01.10.2010;24.10.2010;Участок связи станции Абакан
55002634;01.04.2008;30.09.2010;Бр по обсл. св. и рад.ст.Чартык.Туб.Учум
55002634;01.10.2010;17.10.2010;Бр по обсл. св. и рад.ст.Чартык.Туб.Учум
55002635;01.04.2008;30.09.2010;Бр. по обс.уст. вокзальной автоматики
55002635;01.10.2010;17.10.2010;Бр. по обс.уст. вокзальной автоматики
55002636;01.04.2008;30.09.2010;Линейно-аппаратный зал ст. Абакан
55002636;01.10.2010;24.10.2010;Линейно-аппаратный зал ст. Абакан
55002637;01.04.2008;30.09.2010;Автоматическая телефонная ст. Абакан
55002637;01.10.2010;21.10.2010;Автоматическая телефонная ст. Абакан
55002638;01.04.2008;30.09.2010;Телефонно-телеграфная станция
55002638;01.10.2010;31.12.9999;Телефонно-телеграфная станция
55002639;01.04.2008;30.09.2010;Бр. по обс.уст.св. ст.Абакан
55002639;01.10.2010;17.10.2010;Бр. по обс.уст.св. ст.Абакан
