PARENT_OBJID;BEGDA;ENDDA;OBJID;NPP
55009267;01.04.2011;28.04.2012;55009270;AD
55009267;01.04.2011;14.05.2012;55009271;AE
55009267;01.04.2011;21.05.2012;55009272;AF
55009267;01.04.2011;21.05.2012;55009273;AG
55009267;01.04.2011;21.05.2012;55009274;AH
55009267;01.04.2011;14.05.2012;55009275;AI
55009276;01.04.2011;13.12.2012;55009277;AA
55009276;01.01.2012;02.11.2012;55010889;AB
55009276;01.04.2011;30.09.2012;55009278;AC
55009276;31.07.2012;30.09.2012;55013325;AC
55009276;01.04.2011;28.10.2012;55009279;AD
55009276;01.04.2011;23.10.2012;55009280;AE
55009276;01.04.2011;06.11.2012;55009281;AF
55009276;01.04.2011;23.10.2012;55009282;AG
55009276;01.04.2011;20.11.2012;55009283;AH
55009276;01.04.2011;05.10.2012;55009398;AI
55009276;01.04.2011;01.11.2012;55009399;AJ
55009276;01.04.2011;15.10.2012;55009475;AK
55009276;01.04.2011;24.10.2012;55009476;AL
55009276;14.11.2011;30.09.2012;55010875;AM
55009276;06.02.2012;15.10.2012;55010985;AN
55009276;06.02.2012;22.10.2012;55010986;AO
55009284;29.02.2012;30.09.2012;55011081;
55009284;01.04.2011;30.09.2012;55009285;AA
55009284;01.04.2011;02.11.2012;55009286;AB
55009284;01.04.2011;25.10.2012;55009287;AC
55009284;01.04.2011;06.11.2012;55009288;AD
55009284;01.04.2011;24.10.2012;55009289;AE
55009284;01.04.2011;31.10.2012;55009291;AG
55009284;01.04.2011;30.09.2012;55009292;AH
55009284;01.04.2011;28.10.2012;55009293;AI
55009284;01.04.2011;23.10.2012;55009294;AJ
55009284;01.04.2011;02.11.2012;55009295;AK
55009284;01.04.2011;25.10.2012;55009296;AL
55009284;01.04.2011;27.10.2012;55009297;AM
55009284;01.04.2011;31.10.2012;55009298;AN
55009284;01.04.2011;02.10.2012;55009299;AO
55009284;01.04.2011;27.10.2012;55009300;AP
55009284;01.04.2011;19.10.2012;55009301;AQ
55009284;01.04.2011;26.11.2012;55009302;AR
55009284;01.04.2011;12.10.2012;55009303;AS
55009284;01.04.2011;22.10.2012;55009304;AT
55009284;01.04.2011;29.10.2012;55009305;AU
55009284;01.04.2011;02.10.2012;55009306;AV
55009284;01.04.2011;09.10.2012;55009307;AY
55009284;01.04.2011;29.11.2012;55009308;AZ
55009309;01.04.2011;13.12.2012;55009313;AL
55009309;01.04.2011;08.11.2012;55009312;AM
55009309;01.01.2012;06.11.2012;55010908;AN
55009309;01.04.2011;01.10.2012;55009317;AO
55009309;01.04.2011;16.11.2012;55009318;AP
55009309;01.04.2011;10.11.2012;55009322;AQ
55009309;27.02.2012;30.09.2012;55011080;AR
55009309;01.04.2011;28.10.2012;55009328;AS
55009309;01.04.2011;13.12.2012;55009329;AT
55009309;11.04.2012;13.11.2012;55011267;AU
55009313;01.04.2011;13.10.2012;55009314;AF
55009313;01.04.2011;13.12.2012;55009315;AG
55009313;01.04.2011;31.10.2011;55009316;AH
55009313;24.10.2011;16.10.2012;55010806;AI
55009318;19.09.2012;30.09.2012;55013500;
55009318;01.04.2011;26.10.2012;55009319;AC
55009318;01.04.2011;16.11.2012;55009320;AD
55009318;01.04.2011;01.11.2011;55009321;AE
55009318;24.10.2011;04.10.2012;55010807;AF
55009322;01.04.2011;02.04.2012;55009327;
55009322;01.04.2011;11.10.2012;55009325;
55009322;01.04.2011;20.10.2012;55009326;
55009322;01.04.2011;31.10.2012;55009323;
55009322;01.04.2011;10.11.2012;55009324;
55009322;29.12.2011;10.11.2012;55010952;
55009329;23.11.2011;28.10.2012;55010900;AF
55009329;01.04.2011;10.11.2012;55009331;AG
55009329;01.04.2011;07.11.2012;55009332;AH
55009329;01.04.2011;16.11.2012;55009330;AI
55009329;01.04.2011;01.11.2012;55009333;AJ
55009329;01.04.2011;02.06.2012;55009334;AK
55009329;30.12.2011;06.10.2012;55010876;AL
55009329;30.12.2011;13.12.2012;55010877;AM
55009329;30.12.2011;26.10.2012;55010878;AN
55009329;27.02.2012;10.11.2012;55011079;AO
55009334;01.04.2011;02.06.2012;55009335;AF
55009337;01.04.2011;01.10.2012;55009338;
55009337;29.02.2012;16.10.2012;55011125;
55009337;01.04.2011;07.11.2012;55009339;AB
55009337;01.04.2011;17.11.2012;55009340;AC
55009337;01.04.2011;03.10.2012;55009341;AD
55009337;01.04.2011;02.10.2012;55009342;AE
55009337;01.04.2011;20.11.2012;55009343;AF
55009337;01.04.2011;27.09.2012;55009344;AG
55009337;01.04.2011;14.11.2012;55009345;AH
55009337;01.04.2011;20.11.2012;55009346;AI
55009337;01.04.2011;15.11.2012;55009347;AJ
55009337;01.04.2011;14.11.2012;55009348;AK
55009337;01.04.2011;30.09.2012;55009349;AL
55009337;01.04.2011;17.10.2012;55009400;AM
55009337;01.04.2011;30.09.2012;55009401;AN
55009337;01.04.2011;18.10.2012;55009402;AO
55009337;01.04.2011;15.10.2012;55009403;AP
55009337;01.04.2011;01.10.2012;55009404;AQ
55009337;01.04.2011;23.10.2012;55009405;AR
55009337;01.04.2011;13.10.2012;55009406;AS
55009337;01.04.2011;17.10.2012;55009407;AT
55009337;01.04.2011;01.11.2012;55009408;AV
55009337;01.04.2011;22.10.2012;55009409;AW
55009337;01.04.2011;30.10.2012;55009410;AX
55009337;01.04.2011;05.10.2012;55009411;AY
55009337;01.04.2011;01.10.2012;55009412;AZ
55009337;01.04.2011;28.10.2012;55009413;BA
55009337;01.04.2011;14.11.2012;55009414;BB
55009337;01.04.2011;30.09.2012;55009415;BC
55009337;01.04.2011;30.09.2012;55009416;BD
55009337;01.04.2011;30.09.2012;55009417;BE
55009337;01.04.2011;21.11.2012;55009418;BG
55009337;01.04.2011;15.10.2012;55009419;BH
55009337;01.04.2011;07.11.2012;55009420;BI
55009381;01.04.2011;13.12.2012;55009382;AA
55009381;01.04.2011;17.10.2012;55009383;AB
55009381;20.04.2011;15.07.2012;55009750;AC
55009381;16.04.2012;30.09.2012;55011153;AC
55009381;01.04.2011;20.04.2011;55009384;AD
55009381;16.04.2012;30.09.2012;55011154;AD
55009381;01.04.2011;18.10.2012;55009385;AE
55009381;01.04.2011;03.11.2012;55009386;AF
55009381;01.04.2011;02.12.2012;55009387;AG
55009381;01.04.2011;28.10.2012;55009388;AH
55009381;01.04.2011;23.10.2012;55009389;AI
55009381;01.04.2011;20.11.2012;55009390;AJ
55009381;01.04.2011;07.11.2012;55009391;AK
55009381;01.04.2011;29.11.2012;55009392;AL
55009381;01.04.2011;27.10.2012;55009393;AM
55009381;01.04.2011;29.10.2012;55009394;AN
55009381;01.04.2011;08.10.2012;55009395;AO
55009381;01.04.2011;13.11.2012;55009396;AP
55009381;16.04.2012;06.11.2012;55011155;AQ
55009525;17.03.2011;31.08.2017;55009538;AF
55009525;15.07.2013;31.08.2017;55014400;AG
55009525;17.03.2011;17.12.2013;55009539;AH
55009525;17.03.2011;31.08.2017;55009540;AI
55009526;17.01.2012;01.09.2017;55010966;
55009526;17.01.2012;01.09.2017;55010967;
55009526;17.01.2012;01.09.2017;55010968;
55009526;17.01.2012;01.09.2017;55010969;
55009958;01.10.2011;31.12.9999;55010120;AA
55009958;01.10.2011;31.12.9999;55010178;AB
55009958;01.10.2011;31.12.9999;55010104;AC
55009958;01.10.2011;31.12.9999;55010208;AD
55009958;01.10.2011;31.12.9999;55010231;AE
55009958;01.10.2011;31.12.9999;55010475;AF
55010104;01.07.2012;25.09.2012;55010626;AK
55010104;01.10.2011;31.01.2013;55010549;AL
55010104;01.07.2012;24.02.2016;55010105;AX
55010104;19.10.2015;31.12.9999;55015806;AX
55010104;28.12.2015;31.12.9999;55015976;AY
55010104;28.12.2015;31.12.9999;55016000;AZ
55010104;01.07.2012;20.03.2016;55010113;BA
55010104;05.06.2017;31.12.9999;55017550;BA
55010104;01.10.2011;15.08.2017;55010114;BB
55010104;25.10.2018;31.12.9999;55019004;BB
55010104;01.07.2012;21.03.2016;55010349;BC
55010104;01.07.2012;31.12.9999;55010112;BC
55010104;01.10.2011;31.12.9999;55010117;BD
55010104;01.07.2012;10.07.2018;55010116;BD
55010104;10.05.2018;31.12.9999;55018750;BE
55010104;01.10.2011;17.05.2018;55010118;BF
55010104;01.07.2012;21.11.2016;55010111;BI
55010104;01.07.2012;26.12.2016;55010109;BJ
55010114;01.10.2011;15.08.2017;55010115;AA
55010114;01.10.2011;30.06.2012;55010112;AB
55010114;01.10.2011;25.09.2012;55010625;AC
55010114;01.10.2011;30.06.2012;55010116;AD
55010120;01.10.2011;10.08.2014;55010123;AE
55010120;01.10.2011;31.05.2012;55010177;AJ
55010120;01.10.2011;19.06.2012;55010613;AK
55010120;01.01.2017;31.12.9999;55016436;AQ
55010120;01.01.2017;31.12.9999;55016941;AR
55010120;01.10.2011;31.12.9999;55010611;AS
55010120;01.10.2011;31.12.9999;55010124;AT
55010120;01.01.2017;31.12.9999;55017002;AU
55010120;01.01.2017;31.12.9999;55016477;AV
55010120;01.01.2017;31.12.9999;55016476;AW
55010120;01.10.2011;31.12.9999;55010612;AX
55010120;01.10.2011;31.12.9999;55010175;AY
55010120;01.08.2015;18.09.2019;55015829;AZ
55010120;01.10.2011;17.01.2019;55010614;BA
55010120;01.10.2011;28.04.2017;55010121;BB
55010120;01.01.2019;31.12.9999;55018002;BB
55010120;01.10.2011;17.04.2017;55010595;BC
55010120;01.10.2011;31.12.2016;55010610;BE
55010120;01.10.2011;26.01.2017;55010122;BF
55010120;01.07.2014;16.02.2017;55014652;BH
55010120;01.07.2014;26.01.2017;55014653;BI
55010120;01.10.2011;19.01.2017;55010176;BK
55010120;01.08.2015;22.01.2017;55015828;BL
55010178;01.07.2014;18.02.2016;55015051;AT
55010178;19.10.2015;31.12.9999;55015805;AV
55010178;01.10.2011;30.06.2012;55010186;AW
55010178;28.12.2015;31.12.9999;55015925;AW
55010178;01.10.2011;27.09.2012;55010179;AX
55010178;01.07.2012;08.03.2016;55010182;AX
55010178;01.07.2012;31.12.9999;55010180;AX
55010178;01.07.2012;23.02.2016;55010187;AZ
55010178;01.07.2012;17.03.2016;55010583;AZ
55010178;28.12.2015;31.12.9999;55015950;AZ
55010178;05.06.2017;31.12.9999;55017411;BA
55010178;01.07.2012;17.03.2016;55010346;BB
55010178;28.12.2015;07.08.2017;55015975;BB
55010178;01.07.2012;31.12.9999;55010184;BC
55010178;01.07.2012;10.11.2016;55010185;BD
55010178;01.07.2012;31.10.2016;55010189;BE
55010178;01.07.2012;19.01.2017;55013403;BF
55010178;01.07.2012;21.09.2015;55013402;BG
55010179;01.10.2011;30.06.2012;55010180;AA
55010179;01.10.2011;30.06.2012;55010182;AB
55010179;01.10.2011;30.06.2012;55010583;AC
55010179;01.10.2011;30.06.2012;55010184;AE
55010179;01.10.2011;30.06.2012;55010185;AF
55010186;01.10.2011;30.06.2012;55010187;
55010186;01.10.2011;30.06.2012;55010346;
55010186;01.10.2011;30.06.2012;55010189;AO
55010191;01.08.2011;05.04.2016;55010193;
55010191;01.08.2011;17.08.2019;55010192;
55010191;01.03.2017;25.06.2018;55017278;
55010208;01.10.2011;31.12.2012;55010209;AJ
55010208;19.10.2015;31.12.9999;55015808;AT
55010208;01.07.2014;11.01.2016;55015052;AU
55010208;28.12.2015;31.12.9999;55016026;AV
55010208;28.12.2015;31.12.9999;55016025;AW
55010208;21.09.2012;14.02.2016;55010210;AY
55010208;21.09.2012;17.03.2016;55010211;AZ
55010208;28.12.2015;31.12.9999;55016050;BA
55010208;01.07.2012;25.02.2016;55010212;BB
55010208;01.10.2011;31.12.9999;55010216;BC
55010208;21.09.2012;03.11.2016;55010219;BD
55010208;21.09.2012;28.11.2017;55010220;BE
55010208;21.09.2012;06.11.2016;55010213;BF
55010208;01.07.2012;31.12.9999;55010215;BG
55010208;21.09.2012;27.12.2015;55010214;BI
55010209;01.10.2011;20.09.2012;55010210;AA
55010209;01.10.2011;20.09.2012;55010211;AB
55010209;01.10.2011;30.06.2012;55010212;AC
55010209;01.10.2011;20.09.2012;55010213;AC
55010209;01.10.2011;20.09.2012;55010214;AE
55010209;01.10.2011;30.06.2012;55010215;AF
55010216;01.10.2011;31.12.9999;55010218;AA
55010216;01.10.2011;21.10.2012;55010217;AB
55010216;01.10.2011;20.09.2012;55010219;AC
55010216;01.10.2011;20.09.2012;55010220;AD
55010225;01.08.2011;27.03.2017;55010226;
55010225;01.08.2011;09.04.2017;55010228;
55010225;01.03.2017;02.05.2018;55017229;
55010225;01.03.2017;06.09.2018;55017230;
55010231;01.10.2011;26.11.2012;55010232;AN
55010231;19.10.2015;31.12.9999;55015749;AU
55010231;28.12.2015;31.12.9999;55016002;AV
55010231;01.07.2012;10.08.2016;55010233;AW
55010231;01.07.2012;10.02.2016;55010347;AX
55010231;28.12.2015;31.12.9999;55016003;AY
55010231;01.07.2012;29.02.2016;55010234;AZ
55010231;01.10.2011;31.12.9999;55010247;BA
55010231;01.07.2012;02.12.2017;55010249;BB
55010231;01.07.2012;28.10.2015;55010235;BC
55010231;01.07.2012;30.11.2016;55010237;BC
55010231;01.07.2012;12.11.2015;55010236;BD
55010231;01.07.2012;09.11.2016;55010239;BD
55010231;01.07.2012;31.12.9999;55010242;BE
55010231;01.07.2012;07.11.2016;55010244;BF
55010231;01.07.2014;31.12.9999;55015050;BG
55010232;01.10.2011;30.06.2012;55010347;AA
55010232;01.10.2011;30.06.2012;55010233;AB
55010232;01.10.2011;30.06.2012;55010234;AC
55010232;01.10.2011;30.06.2012;55010235;AD
55010232;01.10.2011;30.06.2012;55010236;AE
55010232;01.10.2011;30.06.2012;55010237;AF
55010232;01.10.2011;22.10.2012;55010238;AG
55010232;01.10.2011;27.09.2012;55010240;AH
55010232;01.10.2011;27.09.2012;55010241;AI
55010232;01.10.2011;27.09.2012;55010243;AJ
55010238;01.07.2012;22.10.2012;55010348;
55010238;01.10.2011;30.06.2012;55010348;AA
55010238;01.10.2011;30.06.2012;55010239;AB
55010241;01.10.2011;30.06.2012;55010242;
55010243;01.10.2011;30.06.2012;55010244;
55010247;01.10.2011;31.12.9999;55010248;AB
55010247;01.10.2011;30.06.2012;55010249;AE
55010274;01.10.2011;31.12.9999;55010525;AA
55010275;01.08.2011;04.04.2017;55010256;
55010275;01.08.2011;18.04.2017;55010255;
55010275;01.03.2017;07.06.2018;55017152;
55010275;01.03.2017;01.07.2018;55017153;
55010352;01.08.2011;30.04.2017;55010353;
55010352;01.08.2011;15.05.2017;55010354;
55010352;01.03.2017;18.06.2018;55017151;
55010475;19.10.2015;31.12.9999;55015875;AO
55010475;28.12.2015;31.12.9999;55016027;AP
55010475;01.10.2011;17.10.2012;55010482;AQ
55010475;01.07.2014;31.12.2015;55015053;AQ
55010475;28.12.2015;31.12.9999;55016028;AR
55010475;01.07.2012;10.02.2016;55010509;AS
55010475;01.07.2012;31.12.9999;55010510;AU
55010475;01.07.2012;31.12.9999;55010508;AV
55010475;01.07.2012;16.02.2016;55010511;AW
55010475;28.12.2015;31.12.9999;55016125;AX
55010475;01.07.2012;28.01.2016;55010512;AY
55010475;01.07.2012;27.01.2016;55013525;AZ
55010475;28.12.2015;19.07.2018;55016126;BA
55010475;01.07.2012;25.01.2016;55010483;BB
55010475;01.10.2011;31.12.9999;55010502;BC
55010475;01.10.2011;18.02.2013;55010507;BD
55010475;01.10.2011;31.12.9999;55010488;BD
55010475;01.10.2011;31.12.9999;55010274;BE
55010475;01.10.2011;24.10.2019;55010495;BF
55010475;01.07.2012;31.12.9999;55010487;BG
55010475;01.07.2012;31.10.2016;55010506;BH
55010475;01.07.2012;25.10.2016;55010494;BI
55010475;01.07.2012;07.12.2016;55010501;BJ
55010475;01.07.2012;14.11.2016;55010521;BK
55010475;01.07.2012;31.12.9999;55010650;BL
55010475;01.07.2012;31.12.9999;55013425;BM
55010475;01.07.2012;28.03.2016;55010520;BN
55010482;01.10.2011;30.06.2012;55010483;AA
55010482;01.10.2011;30.06.2012;55010487;AG
55010488;01.10.2011;31.12.9999;55010489;AA
55010488;01.10.2011;30.06.2012;55010494;AD
55010495;01.10.2011;27.06.2019;55010496;AA
55010495;01.10.2011;30.06.2012;55010501;AC
55010502;01.10.2011;31.12.9999;55010503;AA
55010502;01.10.2011;30.06.2012;55010506;AC
55010507;01.10.2011;30.06.2012;55010508;AA
55010507;01.10.2011;30.06.2012;55010509;AB
55010507;01.10.2011;30.06.2012;55010510;AC
55010507;01.10.2011;30.06.2012;55010511;AD
55010507;01.10.2011;30.06.2012;55010512;AE
55010507;01.10.2011;30.06.2012;55010650;AF
55010507;01.10.2011;30.06.2012;55010520;AG
55010507;01.10.2011;30.06.2012;55010521;AH
55010549;01.10.2011;30.06.2012;55010105;AA
55010549;01.10.2011;30.06.2012;55010109;AB
55010549;01.10.2011;30.06.2012;55010626;AC
55010549;01.10.2011;30.06.2012;55010111;AD
55010549;01.10.2011;30.06.2012;55010113;AE
55010549;01.10.2011;30.06.2012;55010349;AF
55010553;19.08.2011;30.09.2012;55010554;
55010560;01.01.2012;31.10.2012;55011032;BY
55010576;19.08.2011;30.09.2012;55010577;
55010579;19.08.2011;01.10.2012;55010333;
55010700;01.10.2011;01.10.2011;55010701;AA
55010700;01.11.2016;31.12.9999;55016532;AA
55010700;25.04.2019;31.12.9999;55020000;AB
55010700;25.04.2019;31.12.9999;55020003;AC
55010700;01.10.2011;31.12.9999;55010702;AD
55010700;10.08.2017;31.12.9999;55017426;AE
55010700;01.10.2011;31.12.9999;55010710;AF
55010700;10.08.2017;31.12.9999;55017475;AG
55010700;01.10.2011;31.12.9999;55010718;AH
55010700;10.08.2017;31.12.9999;55017500;AI
55010700;01.10.2011;02.11.2011;55010719;AJ
55010700;20.01.2015;31.12.9999;55015549;AJ
55010700;10.08.2017;31.12.9999;55017203;AK
55010700;10.08.2017;31.12.9999;55017600;AL
55010700;01.10.2011;16.08.2017;55010703;AV
55010700;01.10.2011;13.09.2017;55010706;AX
55010700;01.11.2011;16.10.2017;55008356;BB
55010700;01.10.2011;09.08.2017;55010720;BC
55010700;01.10.2011;29.08.2017;55010721;BD
55010703;01.10.2011;20.10.2011;55010704;
55010703;01.10.2011;20.10.2011;55010705;
55010706;01.10.2011;13.09.2017;55010707;AA
55010706;01.10.2011;27.02.2017;55010708;AB
55010706;01.10.2011;05.09.2017;55010709;AC
55010710;01.10.2011;24.09.2017;55010711;AA
55010710;01.10.2011;09.08.2017;55010714;AD
55010710;01.10.2011;24.08.2017;55010715;AE
55010710;01.10.2011;31.12.9999;55010716;AF
55010710;01.10.2011;31.10.2011;55010717;AG
55010711;01.10.2011;09.08.2017;55010712;AB
55010711;01.10.2011;09.08.2017;55010713;AC
55010721;01.10.2011;02.11.2011;55010722;
55010723;01.11.2016;09.08.2017;55016401;
55010723;01.10.2011;01.10.2011;55010724;AA
55010723;01.10.2011;31.10.2016;55010725;AB
55010723;01.10.2011;09.08.2017;55010726;AC
55010723;01.10.2011;15.08.2017;55010728;AD
55010723;01.10.2011;22.09.2017;55010729;AE
55010723;01.10.2011;25.09.2017;55010733;AF
55010723;01.10.2011;09.08.2017;55010734;AG
55010723;01.10.2011;11.09.2019;55010735;AH
55010723;01.10.2011;11.08.2017;55010741;AI
55010723;01.10.2011;14.08.2017;55010746;AJ
55010723;01.10.2011;15.08.2017;55010747;AK
55010723;01.10.2011;09.08.2017;55010751;AL
55010723;01.10.2011;01.10.2011;55010750;AM
55010723;01.10.2011;01.10.2011;55010745;AN
55010729;01.10.2011;09.08.2017;55010730;AA
55010729;01.10.2011;09.08.2017;55010731;AB
55010729;01.10.2011;22.09.2017;55010732;AC
55010735;01.10.2011;01.10.2011;55010736;AA
55010735;01.10.2011;01.10.2011;55010737;AB
55010735;01.10.2011;01.10.2011;55010738;AC
55010735;01.10.2011;01.10.2011;55010739;AD
55010735;01.10.2011;09.08.2017;55010727;AE
55010735;01.10.2011;09.08.2017;55010740;AF
55010741;01.10.2011;09.08.2017;55010742;AA
55010741;01.10.2011;09.08.2017;55010743;AB
55010741;01.10.2011;09.08.2017;55010744;AC
55010747;01.10.2011;15.08.2017;55010748;AA
55010747;01.10.2011;09.08.2017;55010749;AB
55010752;01.10.2011;01.10.2011;55010753;AA
55010752;01.10.2011;01.10.2011;55010759;AP
55010752;01.10.2011;01.10.2011;55010760;AQ
55010752;01.11.2016;31.12.9999;55016952;AQ
55010752;01.10.2011;19.03.2017;55010754;AR
55010752;20.08.2013;09.08.2017;55014500;AR
55010752;01.10.2011;09.08.2017;55010757;AS
55010752;01.10.2011;09.08.2017;55010756;AT
55010752;10.08.2017;31.12.9999;55017607;AU
55010752;10.08.2017;31.12.9999;55017725;AV
55010752;09.03.2016;31.12.9999;55016225;AW
55010752;01.10.2011;31.12.9999;55010758;AX
55010752;01.10.2011;22.01.2019;55010761;AY
55010752;10.08.2017;31.12.9999;55017726;AZ
55010752;01.10.2011;18.05.2020;55010765;BA
55010752;01.10.2011;31.12.9999;55010766;BB
55010752;01.10.2011;31.12.9999;55010768;BC
55010752;01.10.2011;29.04.2019;55010769;BD
55010752;10.08.2017;31.12.9999;55017750;BE
55010752;01.10.2011;28.08.2017;55010770;BF
55010752;10.08.2017;31.12.9999;55017751;BG
55010752;01.10.2011;31.12.9999;55010772;BH
55010761;01.10.2011;01.10.2011;55010762;
55010761;01.10.2011;01.10.2011;55010763;
55010761;01.10.2011;01.10.2011;55010764;AP
55010768;01.10.2011;09.08.2017;55010767;AJ
55010770;01.10.2011;28.08.2017;55010755;AA
55010770;01.10.2011;21.08.2017;55010771;AB
55010773;01.11.2016;09.08.2017;55016505;AO
55010773;20.08.2013;09.08.2017;55014475;AP
55010773;01.10.2011;02.11.2016;55010775;AQ
55010773;01.10.2011;10.10.2017;55010776;AR
55010773;01.10.2011;09.08.2017;55010777;AS
55010773;01.10.2011;04.10.2017;55010778;AT
55010773;01.10.2011;30.05.2018;55010782;AU
55010773;01.10.2011;30.11.2017;55010783;AV
55010773;01.10.2011;09.08.2017;55010787;AW
55010773;01.10.2011;09.08.2017;55010788;AX
55010773;01.10.2011;10.08.2017;55010789;AY
55010778;01.10.2011;01.10.2011;55010779;
55010778;01.10.2011;01.10.2011;55010780;
55010778;01.10.2011;01.10.2011;55010781;
55010783;01.10.2011;30.11.2017;55010784;AK
55010784;01.10.2011;01.10.2011;55010785;
55010784;01.10.2011;01.10.2011;55010786;
55010789;01.10.2011;01.10.2011;55010790;AA
55010789;01.10.2011;09.08.2017;55010791;AB
55010789;01.10.2011;09.08.2017;55010793;AC
55010791;01.10.2011;01.10.2011;55010792;
55010800;01.11.2011;31.12.2011;55010801;
55010800;01.11.2011;31.12.2011;55010803;
55010800;01.11.2011;30.01.2012;55010802;
55010800;01.11.2011;31.01.2012;55010804;
55010808;01.01.2012;31.12.9999;55010881;AD
55010808;01.01.2012;31.12.9999;55010883;AE
55010808;01.01.2012;31.12.9999;55010884;AF
55010808;01.01.2012;31.12.9999;55010885;AG
55010808;01.07.2015;31.12.9999;55015800;AH
55010808;01.01.2012;31.12.9999;55010886;AI
55010808;01.01.2012;23.05.2016;55010812;AJ
55010808;01.01.2012;31.12.9999;55010810;AJ
55010808;01.01.2012;31.12.9999;55010811;AK
55010808;10.06.2015;31.12.9999;55015778;AL
55010808;01.01.2012;31.12.9999;55010816;AM
55010808;01.01.2012;08.04.2016;55010818;AN
55010808;01.01.2012;31.12.9999;55010819;AN
55010808;01.01.2012;31.12.9999;55010820;AO
55010808;01.01.2012;31.12.9999;55010947;AP
55010808;27.12.2018;31.12.9999;55019600;AQ
55010808;01.01.2012;31.12.9999;55010822;AR
55010822;02.12.2014;31.12.9999;55015420;1
55010822;01.01.2012;31.12.9999;55010824;2
55010822;01.01.2012;31.12.9999;55010950;3
55010847;01.02.2014;31.12.9999;55014802;AA
55010847;01.02.2014;22.06.2016;55014803;AB
55010847;01.01.2012;31.12.9999;55010926;AC
55010847;01.10.2012;31.12.9999;55013485;AD
55010847;10.05.2016;31.12.9999;55016276;AE
55010847;01.01.2012;02.12.2012;55010848;AF
55010847;01.01.2012;31.12.9999;55010849;AF
55010847;01.01.2012;31.12.9999;55010925;AG
55010847;01.01.2012;31.12.9999;55010928;AH
55010847;02.04.2012;31.12.9999;55011227;AI
55010847;01.01.2012;31.12.9999;55010929;AJ
55010847;01.10.2012;31.03.2014;55013484;AM
55010851;02.11.2011;08.02.2017;55010859;
55010881;01.01.2012;31.12.9999;55010882;
55010929;01.01.2012;31.12.9999;55010930;
55010929;01.01.2012;31.12.9999;55010931;
55010929;01.01.2012;31.12.9999;55010932;
55010929;01.01.2012;31.12.9999;55010933;
55010944;29.12.2011;08.10.2012;55010946;
55010944;29.12.2011;05.11.2012;55010945;
55010947;01.01.2012;31.12.9999;55010817;AO
55010947;01.01.2012;31.12.9999;55010821;AP
55010959;17.01.2012;31.12.2018;55010981;
55010959;17.01.2012;31.12.2018;55010982;
55010959;17.01.2012;31.12.2018;55010983;
55010980;17.01.2012;07.02.2013;55011050;
55010996;01.04.2012;31.12.9999;55011229;AH
55010996;01.04.2012;31.12.9999;55011259;AI
55010999;01.04.2012;31.01.2017;55011200;AA
55010999;01.04.2012;22.02.2017;55011201;AB
55011001;10.01.2012;04.04.2014;55011002;
55011026;17.01.2012;17.01.2012;55010979;
55011028;01.01.2012;30.11.2012;55010609;DK
55011051;17.12.2018;31.12.9999;55019528;
55011091;01.04.2012;27.02.2014;55011096;
55011091;01.04.2012;28.02.2014;55011093;
55011091;01.04.2012;02.03.2014;55011097;
55011091;18.11.2013;31.12.2017;55014805;
55011091;01.04.2012;31.12.2017;55011094;1
55011091;01.04.2012;31.12.2017;55011095;2
55011091;01.04.2012;31.12.2017;55011092;3
55011091;18.11.2013;31.12.2017;55014706;4
55011098;01.04.2012;31.12.9999;55013470;AA
55011098;01.01.2013;25.01.2015;55013826;AB
55011098;01.01.2013;31.12.9999;55013708;AC
55011098;01.01.2013;31.12.9999;55013709;AD
55011098;01.01.2013;31.12.9999;55013710;AE
55011098;01.01.2013;31.12.9999;55013711;AF
55011098;01.01.2013;31.12.9999;55013712;AG
55011098;01.01.2013;31.12.9999;55013713;AH
55011098;01.04.2012;29.01.2013;55011176;AI
55011098;01.04.2012;18.02.2013;55011177;AJ
55011098;01.04.2012;25.02.2013;55011178;AK
55011098;01.04.2012;05.02.2013;55011350;AL
55011098;01.04.2012;31.01.2013;55011351;AM
55011098;01.04.2012;22.01.2013;55011353;AN
55011098;01.04.2012;06.02.2013;55011352;AO
55011103;01.02.2012;31.12.9999;55011102;
55011155;16.04.2012;19.10.2012;55011283;
55011155;16.04.2012;29.10.2012;55011284;
55011155;16.04.2012;05.11.2012;55011282;
55011155;16.04.2012;06.11.2012;55011156;
55011227;02.04.2012;28.10.2012;55011228;
55011229;01.12.2016;31.12.9999;55016506;
55011229;01.12.2016;31.12.9999;55016942;
55011229;01.12.2016;31.12.9999;55016459;AE
55011229;01.12.2016;31.12.9999;55016462;AF
55011229;01.12.2016;31.12.9999;55016463;AG
55011229;24.10.2016;30.11.2016;55016980;AI
55011229;01.04.2016;30.11.2016;55016076;AJ
55011229;01.04.2012;23.10.2016;55011262;AK
55011229;01.04.2012;30.11.2016;55011263;AL
55011229;01.04.2012;18.12.2019;55011264;AM
55011229;24.10.2016;30.11.2016;55016551;AN
55011229;01.04.2012;30.11.2016;55011265;AO
55011229;01.04.2012;31.10.2016;55011279;AP
55011229;24.10.2016;30.11.2016;55016552;AQ
55011229;01.04.2012;23.10.2016;55011280;AR
55011229;01.04.2012;30.11.2016;55011281;AS
55011259;01.04.2012;31.12.9999;55011260;AA
55011259;01.04.2012;14.01.2018;55011261;AB
55011259;01.04.2012;06.03.2017;55010997;AC
55011259;01.04.2012;21.02.2017;55010998;AD
